"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"RFERDUS","200006","4.354","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200007","4.31","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200008","4.18","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200009","4.549","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200010","4.759","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200011","4.628","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200012","4.31","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200013","4.294","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200101","4.223","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200102","4.426","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200103","4.024","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200104","3.884","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200105","3.767","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200106","3.801","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200107","3.597","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200108","3.477","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200109","3.413","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200110","3.09","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200111","2.8","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200112","2.745","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200113","3.726","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200201","2.79","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200202","2.73","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200203","3.07","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200204","3.5","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200205","3.65","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200206","3.68","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200207","3.63","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200208","3.93","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200209","3.89","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200210","4.24","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200211","4.22","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200212","4.24","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200213","3.73","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200301","4.94","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200302","5.71","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200303","5.26","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200304","4.67","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200305","4.2","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200306","4.3","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200307","4.72","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200308","4.66","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200309","4.36","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200310","4.31","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200311","4.37","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200312","4.4","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200313","4.66","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200401","4.49","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200402","4.52","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200403","4.28","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200404","4.44","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200405","4.94","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200406","4.99","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200407","4.78","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200408","4.73","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200409","4.8","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200410","5.1","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200411","5.18","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200412","4.74","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200413","4.73","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200501","5.01","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200502","5.23","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200503","5.52","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200504","6.26","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200505","6.1","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200506","6.55","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200507","6.85","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200508","7.47","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200509","8.4","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200510","8.51","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200511","8.2","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200512","8.01","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200513","7.06","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200601","8.1","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200602","7.8","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200603","7.98","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200604","6.81","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200605","8.01","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200606","8.08","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200607","8.14","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200608","8.41","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200609","7.62","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200610","7","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200611","7.22","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200612","7.28","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200613","7.85","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200701","7.25","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200702","7.25","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200703","7.08","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200704","7.91","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200705","8.41","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200706","8.9","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200707","8.87","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200708","9.21","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200709","8.98","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200710","9.88","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200711","11.6","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200712","11.64","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200713","8.64","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200801","12.4","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200802","12.47","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200803","12.51","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200804","12.76","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200805","13.78","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200806","16.31","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200807","17.83","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200808","17.79","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200809","14.79","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200810","14.28","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200811","9.5","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200812","7.11","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200813","13.62","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200901","6.9","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200902","6.84","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200903","7.02","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200904","7.9","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200905","8.29","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200906","9.46","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200907","10.23","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200908","11.02","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200909","12.04","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200910","11.54","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200911","11.56","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200912","11.77","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","200913","8.98","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201001","11.85","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201002","12.11","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201003","12.44","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201004","13.17","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201005","12.36","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201006","11.96","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201007","12.28","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201008","12.28","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201009","12.34","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201010","13.53","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201011","14.06","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201012","14.61","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201013","12.57","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201101","14.8","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201102","15.94","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201103","17.59","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201104","18.21","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201105","17.57","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201106","20.38","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201107","20.18","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201108","17.09","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201109","19.66","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201110","19.62","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201111","19.47","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201112","20.99","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201113","18.35","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201201","20.86","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201202","21.1","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201203","22.1","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201204","22.99","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201205","23.06","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201206","22.41","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201207","19.84","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201208","19.86","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201209","20.9","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201210","20.77","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201211","20.72","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201212","18.83","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201213","21.03","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201301","19.13","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201302","19.7","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201303","19.38","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201304","20.23","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201305","19.53","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201306","19.67","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201307","18.76","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201308","18.59","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201309","18.92","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201310","19.71","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201311","18.85","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201312","19.67","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201313","19.26","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201401","19.65","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201402","20.05","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201403","20.61","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201404","20.88","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201405","19.98","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201406","20.38","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201407","20.57","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201408","19.89","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201409","18.64","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201410","17.19","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201411","14.64","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201412","12.1","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201413","18.3","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201501","12.28","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201502","10.3","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201503","10.37","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201504","11.83","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201505","10.83","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201506","12.2","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201507","11.34","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201508","11.25","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201509","8.44","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201510","7.74","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201511","7.77","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201512","7.81","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201513","9.89","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201601","7.08","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201602","5.77","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201603","5.63","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201604","7.53","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201605","9.07","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201606","8.93","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201607","11.72","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201608","8.55","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201609","8.42","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201610","8.75","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201611","9.03","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201612","9.65","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201613","8.45","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201701","11.25","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201702","10.77","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201703","11.42","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201704","10.64","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201705","10.69","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201706","10.48","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201707","9.99","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201708","10.03","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201709","10.06","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
