"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PCERDUS","201211","2.05","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201212","2.06","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201213","2.24","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201301","2.04","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201302","2.09","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201303","2.08","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201304","2.28","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201305","2.34","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201306","2.42","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201307","2.29","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201308","2.25","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201309","2.17","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201310","2.13","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201311","1.91","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201312","2.02","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201313","2.18","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201401","1.82","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201402","Withheld","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201403","2.02","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201404","2.13","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201405","2.19","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201406","2.07","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201407","1.9","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201408","1.97","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201409","1.92","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201410","1.79","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201411","1.86","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201412","2","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201413","1.98","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201501","2","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201502","1.76","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201503","2","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201504","1.96","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201505","2.02","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201506","1.87","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201507","1.9","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201508","1.82","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201509","1.74","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201510","1.83","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201511","1.59","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201512","1.57","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201513","1.84","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201601","1.38","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201602","1.3","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201603","1.41","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201604","1.35","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201605","1.32","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201606","1.41","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201607","1.47","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201608","1.75","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201609","2.07","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201610","1.98","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201611","2.26","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201612","2.07","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201613","1.65","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201701","2.14","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201702","2","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201703","2.06","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201704","2","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201705","2.05","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201706","2.11","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201707","2.09","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201708","2.08","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201709","2.1","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201710","2.31","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201711","2.49","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201712","2.17","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201713","2.13","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201801","2.38","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201802","2.43","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201803","2.54","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201804","2.56","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201805","2.41","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201806","2.73","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201807","2.71","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201808","2.79","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201809","2.94","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201810","2.48","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201811","2.21","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201812","2.03","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201813","2.54","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201901","2.08","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201902","2.27","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201903","2.43","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201904","2.71","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201905","2.24","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PCERDUS","201906","2.18","4","Costs of Petroleum Coke Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197301","0.669","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197302","0.677","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197303","0.684","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197304","0.694","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197305","0.71","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197306","0.708","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197307","0.728","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197308","0.769","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197309","0.818","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197310","0.885","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197311","1.04","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197312","1.204","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197313","0.8","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197401","1.614","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197402","1.854","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197403","1.873","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197404","1.849","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197405","1.856","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197406","1.929","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197407","1.946","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197408","1.942","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197409","1.934","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197410","1.987","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197411","2.003","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197412","2.043","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197413","1.91","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197501","1.993","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197502","2.026","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197503","2.044","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197504","2.078","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197505","2.048","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197506","2.013","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197507","2.004","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197508","2.027","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197509","2.023","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197510","1.989","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197511","2.034","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197512","2.017","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197513","2.023","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197601","1.986","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197602","1.986","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197603","2.002","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197604","1.996","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197605","1.921","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197606","1.915","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197607","1.912","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197608","1.958","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197609","1.957","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197610","2.026","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197611","2.07","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197612","2.118","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197613","1.99","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197701","2.233","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197702","2.285","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197703","2.323","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197704","2.298","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197705","2.274","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197706","2.226","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197707","2.248","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197708","2.227","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197709","2.227","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197710","2.238","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197711","2.207","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197712","2.207","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197713","2.249","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197801","2.202","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197802","2.206","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197803","2.196","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197804","2.175","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197805","2.178","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197806","2.16","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197807","2.113","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197808","2.111","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197809","2.15","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197810","2.215","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197811","2.274","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197812","2.32","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197813","2.191","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197901","2.32","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197902","2.456","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197903","2.611","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197904","2.717","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197905","2.807","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197906","3.03","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197907","3.196","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197908","3.331","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197909","3.429","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197910","3.528","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197911","3.714","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197912","4.035","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","197913","3.072","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198001","4.296","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198002","4.359","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198003","4.151","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198004","4.049","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198005","4.093","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198006","3.995","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198007","4.066","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198008","4.178","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198009","4.186","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198010","4.564","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198011","5.009","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198012","5.268","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198013","4.351","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198101","5.501","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198102","5.84","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198103","5.938","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198104","5.78","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198105","5.655","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198106","5.263","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198107","5.141","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198108","5.096","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198109","5.151","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198110","5.228","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198111","5.327","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198112","5.182","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198113","5.425","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198201","5.023","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198202","5.028","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198203","4.828","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198204","4.93","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198205","5.019","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198206","4.982","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198207","4.873","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198208","4.755","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198209","4.83","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198210","4.989","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198211","5.121","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198212","4.719","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198213","4.922","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198301","4.555","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198302","4.463","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198303","4.301","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198304","4.351","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198305","4.511","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198306","4.583","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"PAERDUS","198307","4.704","5","Costs of Total Petroleum Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
